   2.00000,   2.00000,   3.00000,   3.00000,   4.00000,   4.00000,   5.00000,   5.00000,   6.00000,   6.00000,   8.00000,   8.00000,  11.00000,  11.00000,  16.00000,  16.00000,  21.00000,  21.00000,  26.00000,  26.00000,  31.00000,  31.00000,  41.00000,  41.00000,  51.00000,  51.00000
 107.29205, 107.29205, 106.71308, 106.71308, 106.50834, 106.50834, 105.83838, 105.83838, 106.12313, 106.12313, 106.21181, 106.21181, 106.08677, 106.08677, 107.15318, 107.15318, 107.96277, 107.96277, 108.59069, 108.59069, 108.84924, 108.84924, 109.63206, 109.63206, 110.51192, 110.51192
   0.19601,   0.19601,   0.19300,   0.19300,   0.19202,   0.19202,   0.19392,   0.19392,   0.19620,   0.19620,   0.18949,   0.18949,   0.19348,   0.19348,   0.19549,   0.19549,   0.19049,   0.19049,   0.19744,   0.19744,   0.19955,   0.19955,   0.19448,   0.19448,   0.20146,   0.20146
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   3.55291,   0.26208,   3.69899,   0.14120,   3.73565,   0.22492,   3.77052,   0.24503,   3.80525,   0.10863,   3.88322,   0.12262,   3.91882,   0.21792,   3.95464,   0.08372,   3.99441,   0.06798,   3.92025,   0.15475,   3.95828,   0.07257,   3.98781,   0.07978,   3.96135,   0.13727
   3.41441,   0.39607,   3.55821,   0.32787,   3.57528,   0.35913,   3.68447,   0.32328,   3.67136,   0.33443,   3.72191,   0.18317,   3.85190,   0.27060,   3.87786,   0.09355,   3.88621,   0.14230,   3.95658,   0.11257,   3.88086,   0.10557,   3.92712,   0.12240,   3.89216,   0.08197
   3.29531,   0.43585,   3.46582,   0.35738,   3.57556,   0.37268,   3.56800,   0.34098,   3.60206,   0.37508,   3.64961,   0.26820,   3.76897,   0.08787,   3.76220,   0.15934,   3.85489,   0.06710,   3.81962,   0.08219,   3.87484,   0.11497,   3.85948,   0.08219,   3.83319,   0.12962
   3.22973,   0.47672,   3.39638,   0.40437,   3.47122,   0.40066,   3.51699,   0.38863,   3.53211,   0.39934,   3.62986,   0.29858,   3.62418,   0.34951,   3.70781,   0.06907,   3.72218,   0.13596,   3.77360,   0.13071,   3.77057,   0.09224,   3.74912,   0.20306,   3.80830,   0.08197
   3.16807,   0.51869,   3.34584,   0.41989,   3.40485,   0.38732,   3.44960,   0.42951,   3.48522,   0.45115,   3.54122,   0.33727,   3.59410,   0.39104,   3.69815,   0.20699,   3.69852,   0.13770,   3.73046,   0.14033,   3.91961,   0.08197,   3.76507,   0.10536,   3.77896,   0.08197
   3.11559,   0.55825,   3.29449,   0.44962,   3.35166,   0.46885,   3.40966,   0.46514,   3.45088,   0.43454,   3.47335,   0.34710,   3.56245,   0.32328,   3.59981,   0.25923,   3.67581,   0.14754,   3.68426,   0.14842,   3.60769,   0.13945,   3.66381,   0.14142,   3.75639,   0.08197
   3.06843,   0.59366,   3.24515,   0.47847,   3.31987,   0.49661,   3.36445,   0.49005,   3.41408,   0.46995,   3.44015,   0.40612,   3.48510,   0.43432,   3.57766,   0.24066,   3.67793,   0.10820,   3.78422,   0.09443,   3.58968,   0.14251,   3.60464,   0.22208,   3.73886,   0.08197
   3.02705,   0.62448,   3.20300,   0.50120,   3.27887,   0.54120,   3.34503,   0.50098,   3.39080,   0.48306,   3.42044,   0.38885,   3.45461,   0.39650,   3.51537,   0.28568,   3.54336,   0.21071,   3.61506,   0.10623,   3.55668,   0.12350,   3.58661,   0.21574,   3.72516,   0.08197
   2.99335,   0.63169,   3.16500,   0.51760,   3.23797,   0.57552,   3.28826,   0.49093,   3.35275,   0.49443,   3.37236,   0.44022,   3.41334,   0.45093,   3.47422,   0.31781,   3.51828,   0.16000,   3.58641,   0.12437,   3.53527,   0.15672,   3.66502,   0.12175,   3.71435,   0.08197
   2.95678,   0.64044,   3.13225,   0.52459,   3.20857,   0.57508,   3.24970,   0.52437,   3.32587,   0.50033,   3.32132,   0.44874,   3.40355,   0.40852,   3.55033,   0.13421,   3.50231,   0.12197,   3.68743,   0.08197,   3.48437,   0.15913,   3.50349,   0.23694,   3.70572,   0.08197
   2.92183,   0.65639,   3.11019,   0.52306,   3.18755,   0.53224,   3.22096,   0.54404,   3.29680,   0.50492,   3.29716,   0.45137,   3.34471,   0.44765,   3.44399,   0.33333,   3.45784,   0.28634,   3.52519,   0.13574,   3.53937,   0.16481,   3.48780,   0.25836,   3.69873,   0.08197
   2.89096,   0.66776,   3.07589,   0.57049,   3.15058,   0.56284,   3.20906,   0.54383,   3.27529,   0.50208,   3.26592,   0.48852,   3.34323,   0.47060,   3.37162,   0.35650,   3.38893,   0.23978,   3.49572,   0.13770,   3.42304,   0.19607,   3.44589,   0.21727,   3.69300,   0.08197
   2.86480,   0.67672,   3.04274,   0.58710,   3.11740,   0.57508,   3.17603,   0.55257,   3.26040,   0.45333,   3.24018,   0.44240,   3.28688,   0.45639,   3.34884,   0.28153,   3.37182,   0.21508,   3.48196,   0.13792,   3.38320,   0.17355,   3.46371,   0.19628,   3.68824,   0.08197
   2.84502,   0.67585,   3.02393,   0.60481,   3.10323,   0.52306,   3.13669,   0.56393,   3.27451,   0.47781,   3.21432,   0.42317,   3.27470,   0.42164,   3.47013,   0.27038,   3.36319,   0.13596,   3.45563,   0.13923,   3.59212,   0.06973,   3.40689,   0.22929,   3.68425,   0.08197
   2.83408,   0.67475,   2.99406,   0.62536,   3.06910,   0.50164,   3.12909,   0.50601,   3.19192,   0.51738,   3.21324,   0.42973,   3.25218,   0.49202,   3.35434,   0.33596,   3.32423,   0.27607,   3.48997,   0.12634,   3.34372,   0.14820,   3.35870,   0.26448,   3.68087,   0.08197
   2.80811,   0.68262,   2.97500,   0.63279,   3.04614,   0.51126,   3.09798,   0.57268,   3.18785,   0.48831,   3.16889,   0.40240,   3.22356,   0.40874,   3.31349,   0.21290,   3.31342,   0.23301,   3.42524,   0.14339,   3.33884,   0.17486,   3.36818,   0.24022,   3.67798,   0.08197
   2.78665,   0.69508,   2.95002,   0.63694,   3.01975,   0.51475,   3.06938,   0.58448,   3.15680,   0.49464,   3.15585,   0.44546,   3.21645,   0.48350,   3.26155,   0.38251,   3.29770,   0.18098,   3.40433,   0.15082,   3.32002,   0.14820,   3.32138,   0.27497,   3.67549,   0.08197
   2.76849,   0.70098,   2.92757,   0.62820,   3.01472,   0.51891,   3.04490,   0.59432,   3.14634,   0.49027,   3.13421,   0.48131,   3.18237,   0.47016,   3.24065,   0.32831,   3.26239,   0.20612,   3.45702,   0.13596,   3.29101,   0.13661,   3.31040,   0.26339,   3.67334,   0.08197
   2.75250,   0.70754,   2.91180,   0.63344,   2.97880,   0.53639,   3.01923,   0.59934,   3.13243,   0.52219,   3.10789,   0.49377,   3.16501,   0.45967,   3.24755,   0.29355,   3.24965,   0.18186,   3.39023,   0.14470,   3.28821,   0.15301,   3.30352,   0.26995,   3.67147,   0.08197
   2.73817,   0.71541,   2.89035,   0.65814,   2.95861,   0.54142,   3.00623,   0.58426,   3.10269,   0.53421,   3.07661,   0.47126,   3.17206,   0.48984,   3.20728,   0.37333,   3.27748,   0.21858,   3.36568,   0.15781,   3.37122,   0.12612,   3.25804,   0.27301,   3.66982,   0.08197
   2.72555,   0.72087,   2.87452,   0.66710,   2.94223,   0.55694,   2.98131,   0.59191,   3.07478,   0.53683,   3.09439,   0.47169,   3.14092,   0.52240,   3.18009,   0.33311,   3.21115,   0.23563,   3.38427,   0.14973,   3.24151,   0.17202,   3.41757,   0.27388,   3.66837,   0.08197
   2.71496,   0.72328,   2.86181,   0.66842,   2.93200,   0.56568,   2.98155,   0.59454,   3.08339,   0.44940,   3.06409,   0.45639,   3.11446,   0.53552,   3.38811,   0.27257,   3.19822,   0.21158,   3.36387,   0.14973,   3.22326,   0.18164,   3.31854,   0.23322,   3.66708,   0.08197
   2.70470,   0.72743,   2.84661,   0.68087,   2.92689,   0.56699,   2.95396,   0.61617,   3.04687,   0.44546,   3.02547,   0.49596,   3.08258,   0.47869,   3.19728,   0.26470,   3.17789,   0.25617,   3.37053,   0.13727,   3.20826,   0.17902,   3.24036,   0.27454,   3.66593,   0.08197
   2.69326,   0.73180,   2.83903,   0.69049,   2.90059,   0.60262,   2.93269,   0.60874,   3.02591,   0.53574,   3.03476,   0.54645,   3.05678,   0.49508,   3.14553,   0.36022,   3.18904,   0.27891,   3.33184,   0.16699,   3.19243,   0.15628,   3.27475,   0.26317,   3.66489,   0.08197
   2.68195,   0.73639,   2.81520,   0.70623,   2.88459,   0.63235,   2.92347,   0.59760,   3.00815,   0.50951,   2.99426,   0.51956,   3.07342,   0.51279,   3.11680,   0.38361,   3.15427,   0.28328,   3.34235,   0.16328,   3.19558,   0.20240,   3.21813,   0.28000,   3.66396,   0.08197
   2.67140,   0.74120,   2.79716,   0.71038,   2.86951,   0.69464,   2.89717,   0.59060,   2.98443,   0.43475,   2.97278,   0.49290,   3.00995,   0.55322,   3.13317,   0.36087,   3.13254,   0.29290,   3.30258,   0.16153,   3.19301,   0.14710,   3.18361,   0.26361,   3.66311,   0.08197
   2.66158,   0.74361,   2.78505,   0.71541,   2.85559,   0.69836,   2.88347,   0.60743,   2.96828,   0.46995,   2.97814,   0.47126,   3.01432,   0.47038,   3.11438,   0.33508,   3.12225,   0.28240,   3.31050,   0.15213,   3.15992,   0.17180,   3.17767,   0.26754,   3.66234,   0.08197
   2.65239,   0.74863,   2.77423,   0.72087,   2.83982,   0.70098,   2.89714,   0.63344,   2.96055,   0.46689,   2.97335,   0.49355,   3.01992,   0.44131,   3.07890,   0.37421,   3.16197,   0.32328,   3.28911,   0.16372,   3.14874,   0.15213,   3.22965,   0.22514,   3.66163,   0.08197
   2.64374,   0.75104,   2.76273,   0.72372,   2.82670,   0.69683,   2.86743,   0.62929,   2.95588,   0.58863,   2.93659,   0.54623,   2.96165,   0.52219,   3.07868,   0.32372,   3.09646,   0.31454,   3.28878,   0.19082,   3.14517,   0.17158,   3.16219,   0.27235,   3.66098,   0.08197
   2.63557,   0.75366,   2.75129,   0.72787,   2.82029,   0.68568,   2.83257,   0.65246,   2.93471,   0.57836,   2.92160,   0.49421,   2.98343,   0.48874,   3.04863,   0.40087,   3.08836,   0.31301,   3.28430,   0.17639,   3.33158,   0.08940,   3.13772,   0.28197,   3.66039,   0.08197
   2.62782,   0.75672,   2.74641,   0.72459,   2.80732,   0.68284,   2.86424,   0.64852,   2.92094,   0.56874,   2.91998,   0.49661,   2.93658,   0.51082,   3.04225,   0.37683,   3.08686,   0.31454,   3.31119,   0.17486,   3.19159,   0.19235,   3.16542,   0.25246,   3.65984,   0.08197
   2.62046,   0.75934,   2.74886,   0.70776,   2.79538,   0.69967,   2.81746,   0.62514,   2.92968,   0.56612,   2.89151,   0.48328,   2.93801,   0.52896,   3.03804,   0.35716,   3.07182,   0.33158,   3.24802,   0.17137,   3.16664,   0.17508,   3.11684,   0.25158,   3.65933,   0.08197
   2.61345,   0.76131,   2.73134,   0.71541,   2.79873,   0.71497,   2.80061,   0.64525,   2.87984,   0.55301,   2.89496,   0.48568,   2.91486,   0.52874,   3.01083,   0.36000,   3.06653,   0.33552,   3.25271,   0.14230,   3.13068,   0.18098,   3.12660,   0.27060,   3.65885,   0.08197
   2.60678,   0.76568,   2.71831,   0.72656,   2.77406,   0.72328,   2.79542,   0.64699,   2.91296,   0.54404,   2.85684,   0.50732,   2.89641,   0.54120,   3.02114,   0.34907,   3.03334,   0.31235,   3.34123,   0.17508,   3.11966,   0.17486,   3.17290,   0.26951,   3.65842,   0.08197
   2.60040,   0.76721,   2.70818,   0.73137,   2.76017,   0.71366,   2.78594,   0.64721,   2.86699,   0.59475,   2.86508,   0.52743,   2.87320,   0.52831,   3.04261,   0.38907,   3.05751,   0.28590,   3.25207,   0.18448,   3.13806,   0.16503,   3.09295,   0.26995,   3.65800,   0.08197
   2.59431,   0.76918,   2.69938,   0.73683,   2.75032,   0.71738,   2.77182,   0.65137,   2.85376,   0.58470,   2.85299,   0.54536,   2.86874,   0.53005,   2.97432,   0.36918,   3.01186,   0.28699,   3.24995,   0.18055,   3.07834,   0.17049,   3.08353,   0.25530,   3.65762,   0.08197
   2.58846,   0.77071,   2.69122,   0.73945,   2.74146,   0.72634,   2.75993,   0.65355,   2.85064,   0.57399,   2.83475,   0.50710,   2.85259,   0.56393,   2.97704,   0.36721,   3.00830,   0.33508,   3.24095,   0.17858,   3.08270,   0.16131,   3.09140,   0.27716,   3.65726,   0.08197
   2.58285,   0.77290,   2.68345,   0.74120,   2.73534,   0.73093,   2.75021,   0.65749,   2.84249,   0.59169,   2.84325,   0.47913,   2.82339,   0.54011,   2.96339,   0.38295,   2.99860,   0.33661,   3.23342,   0.18208,   3.13429,   0.17071,   3.05473,   0.29049,   3.65693,   0.08197
   2.57744,   0.77421,   2.67599,   0.74448,   2.73175,   0.73158,   2.74354,   0.66732,   2.81910,   0.58754,   2.81079,   0.50907,   2.84161,   0.52787,   2.97870,   0.37639,   3.00428,   0.27235,   3.23484,   0.15126,   3.06823,   0.16962,   3.07552,   0.25333,   3.65661,   0.08197
   2.57223,   0.77530,   2.66882,   0.74667,   2.71924,   0.73683,   2.75043,   0.67060,   2.81820,   0.61115,   2.80349,   0.50230,   2.83370,   0.52109,   2.99233,   0.37792,   3.03414,   0.30820,   3.34657,   0.12175,   3.06040,   0.12546,   3.06263,   0.25617,   3.65631,   0.08197
   2.56720,   0.77792,   2.66191,   0.74995,   2.70973,   0.74142,   2.73871,   0.66208,   2.82123,   0.62776,   2.79994,   0.49180,   2.82899,   0.55825,   2.92075,   0.37158,   2.95968,   0.32831,   3.26153,   0.16656,   3.06391,   0.12284,   3.08194,   0.24678,   3.65603,   0.08197
   2.56235,   0.77945,   2.65524,   0.75082,   2.70126,   0.72918,   2.72780,   0.68437,   2.79572,   0.62033,   2.79511,   0.51978,   2.79603,   0.55169,   2.91965,   0.38951,   2.95100,   0.31650,   3.26672,   0.18120,   3.04661,   0.12109,   3.03244,   0.25005,   3.65577,   0.08197
   2.55766,   0.77967,   2.64880,   0.75322,   2.69253,   0.73377,   2.71399,   0.68000,   2.79150,   0.59060,   2.81315,   0.53311,   2.79934,   0.53770,   2.94977,   0.38601,   2.98352,   0.31978,   3.19883,   0.18470,   3.04262,   0.14164,   3.04565,   0.23672,   3.65552,   0.08197
   2.55312,   0.78120,   2.64257,   0.75650,   2.68516,   0.74448,   2.70431,   0.69574,   2.77238,   0.60787,   2.80955,   0.50536,   2.77627,   0.55213,   2.89618,   0.37486,   2.93715,   0.32393,   3.20610,   0.18601,   3.06901,   0.12809,   3.01904,   0.23104,   3.65528,   0.08197
   2.54872,   0.78251,   2.63654,   0.75913,   2.68206,   0.74820,   2.73867,   0.68699,   2.76633,   0.59366,   2.77949,   0.53464,   2.78460,   0.52743,   2.90524,   0.39563,   2.96811,   0.31869,   3.19734,   0.18689,   3.02225,   0.15104,   3.02403,   0.27082,   3.65505,   0.08197
   2.54447,   0.78317,   2.63071,   0.76175,   2.67723,   0.74776,   2.69668,   0.70820,   2.78064,   0.52481,   2.77411,   0.52721,   2.78320,   0.53005,   2.88714,   0.37902,   2.92200,   0.33224,   3.19008,   0.18951,   3.06942,   0.19344,   3.01625,   0.27454,   3.65484,   0.08197
   2.54034,   0.78426,   2.62506,   0.76481,   2.66720,   0.75497,   2.69014,   0.69180,   2.74424,   0.58579,   2.75914,   0.51104,   2.73917,   0.52459,   2.89548,   0.36153,   2.90828,   0.33661,   3.18340,   0.18951,   3.01157,   0.12525,   2.98208,   0.25705,   3.65464,   0.08197
   2.53634,   0.78514,   2.61958,   0.76590,   2.65933,   0.75781,   2.67934,   0.69923,   2.74177,   0.60896,   2.74933,   0.53530,   2.73709,   0.54011,   2.87974,   0.38273,   2.93728,   0.29858,   3.17737,   0.19104,   3.03213,   0.14754,   3.27372,   0.20568,   3.65444,   0.08197
   2.53245,   0.78732,   2.61425,   0.76765,   2.65260,   0.75519,   2.67186,   0.71366,   2.73828,   0.57639,   2.74771,   0.54470,   2.71769,   0.54754,   2.88586,   0.37902,   2.87981,   0.33377,   3.17207,   0.19038,   2.99914,   0.12109,   3.02123,   0.21967,   3.65426,   0.08197
   2.52868,   0.78776,   2.60908,   0.76940,   2.64594,   0.75628,   2.66688,   0.71060,   2.72716,   0.59191,   2.73894,   0.53311,   2.70518,   0.55169,   2.97477,   0.37792,   2.88482,   0.32481,   3.16466,   0.19257,   3.09348,   0.16568,   2.99204,   0.26230,   3.65408,   0.08197
