8,8,16,16,32,32,62,62,124,124,250,250,500,500,750,750,1000,1000,1500,1500,2000,2000,2500,2500,5000,5000,7500,7500,10000,10000,15000,15000,20000,20000,30000,30000
103.24443,103.24443,102.77401,102.77401,102.65836,102.65836,104.07756,104.07756,106.29574,106.29574,109.45715,109.45715,115.46711,115.46711,126.74773,126.74773,133.52044,133.52044,142.12748,142.12748,155.02727,155.02727,168.06616,168.06616,230.42613,230.42613,291.67458,291.67458,353.02636,353.02636,482.24547,482.24547,604.43428,604.43428,855.07175,855.07175
0.18952,0.18952,0.18955,0.18955,0.19354,0.19354,0.18954,0.18954,0.19248,0.19248,0.19652,0.19652,0.20551,0.20551,0.31416,0.31416,0.21309,0.21309,0.2703,0.2703,0.23539,0.23539,0.25031,0.25031,0.30618,0.30618,0.35902,0.35902,0.42127,0.42127,0.54201,0.54201,0.64401,0.64401,0.8757,0.8757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94391,0.16612,3.8858,0.18426,3.72771,0.18863,3.59217,0.2282,3.45846,0.18579,3.39005,0.13552,3.35424,0.08109,3.31636,0.10798,3.33995,0.11388,3.36683,0.09967,3.39665,0.1012,3.33289,0.08197,3.34572,0.15585,3.39965,0.08328,3.39288,0.08328,3.40903,0.08437,3.46699,0.09858,3.46892,0.06689
3.79963,0.22098,3.72945,0.32459,3.58115,0.2424,3.43175,0.36874,3.27249,0.31891,3.16197,0.36984,3.11233,0.16831,3.08323,0.13661,3.13457,0.10492,3.15695,0.10273,3.14555,0.10251,3.10407,0.08197,3.11523,0.13421,3.13171,0.08393,3.16064,0.08284,3.21368,0.0835,3.25473,0.10098,3.24493,0.06863
3.76771,0.29246,3.67335,0.3506,3.49633,0.36721,3.3562,0.49421,3.16098,0.48109,3.0233,0.49421,2.99264,0.35038,2.98336,0.08022,2.996,0.10186,2.97996,0.09049,3.00267,0.11279,2.97449,0.08197,2.97541,0.12962,3.01027,0.0835,3.02906,0.08284,3.1115,0.08328,3.11609,0.10208,3.15239,0.06995
3.72134,0.23322,3.61698,0.40852,3.43414,0.4094,3.25489,0.50251,3.07256,0.54579,2.90331,0.62011,2.84076,0.49311,2.85465,0.09574,2.91334,0.08787,2.87553,0.08852,2.92394,0.10885,2.87936,0.08197,2.9202,0.12765,2.95535,0.08306,2.96029,0.08306,3.05469,0.08328,3.04586,0.10055,3.08919,0.07082
3.65209,0.39563,3.55485,0.44175,3.41248,0.38973,3.20348,0.50667,3.01574,0.55781,2.84972,0.62055,2.77824,0.6059,2.7816,0.21661,2.81536,0.09705,2.82235,0.11454,2.881,0.16044,2.81145,0.08197,2.88295,0.12765,2.92653,0.08306,2.92252,0.08328,3.00097,0.08328,3.01077,0.10164,3.05182,0.07104
3.63845,0.42536,3.5203,0.47847,3.35899,0.44678,3.14282,0.55344,2.93996,0.62732,2.80857,0.63126,2.72519,0.67585,2.72923,0.66426,2.76066,0.13945,2.77178,0.12153,2.80292,0.0977,2.77393,0.08372,2.84172,0.13858,2.90324,0.08328,2.85513,0.08962,2.97065,0.08328,2.98875,0.10142,3.02359,0.07213
3.60202,0.46601,3.49138,0.50208,3.32358,0.50863,3.0951,0.56809,2.8806,0.65814,2.7565,0.66295,2.68541,0.71082,2.67991,0.62339,2.7199,0.37355,2.71317,0.11016,2.72985,0.12437,2.7292,0.09617,2.78858,0.13617,2.88358,0.08328,2.84077,0.08393,2.95199,0.0835,2.97225,0.1012,3.00879,0.07257
3.60227,0.41224,3.46629,0.52,3.28707,0.52918,3.05,0.59694,2.84,0.67934,2.72259,0.67956,2.65614,0.72656,2.64776,0.7071,2.65819,0.71016,2.67705,0.13858,2.68628,0.2341,2.72278,0.08306,2.75471,0.20262,2.86863,0.08328,2.77566,0.08393,2.89842,0.08328,2.95951,0.10011,3.02597,0.07279
3.57209,0.41945,3.44363,0.53027,3.25856,0.57574,3.00996,0.61902,2.80735,0.69093,2.69791,0.69311,2.63433,0.73246,2.61775,0.72219,2.61124,0.72962,2.65553,0.19978,2.6254,0.67956,2.67638,0.09224,2.75188,0.22426,2.85495,0.0835,2.7553,0.08372,2.88238,0.08306,2.94864,0.10033,2.98677,0.07322
3.55334,0.48459,3.42271,0.54011,3.235,0.59825,2.98435,0.63366,2.77923,0.7047,2.677,0.70361,2.61635,0.7412,2.59745,0.7329,2.58916,0.74601,2.63823,0.41902,2.6295,0.16918,2.64934,0.08721,2.65529,0.36,2.80441,0.08372,2.75006,0.0835,2.86504,0.08219,2.93895,0.10011,2.9397,0.07388
3.52938,0.4859,3.40322,0.54404,3.2045,0.61836,2.94767,0.63781,2.75521,0.71803,2.65876,0.71344,2.60052,0.74863,2.5821,0.73836,2.57162,0.7541,2.62293,0.53574,2.60968,0.45792,2.62934,0.09027,2.62416,0.27301,2.79759,0.08393,2.72556,0.08415,2.81882,0.08197,2.92736,0.10033,2.90081,0.07454
3.53357,0.48984,3.38491,0.54907,3.17183,0.63279,2.91717,0.64743,2.73196,0.7318,2.64242,0.72328,2.58655,0.75475,2.56975,0.7447,2.55701,0.76131,2.55692,0.77049,2.54144,0.76743,2.61791,0.09814,2.56142,0.7753,2.77299,0.08415,2.71586,0.08437,2.80598,0.08197,2.88919,0.10011,2.88327,0.07519
3.50359,0.52481,3.36754,0.55148,3.15191,0.63344,2.89037,0.6553,2.71099,0.7412,2.62735,0.73115,2.57411,0.76087,2.55577,0.75475,2.54421,0.76962,2.54181,0.77705,2.53006,0.77683,2.60815,0.10929,2.53958,0.7541,2.75219,0.08459,2.70631,0.08525,2.7933,0.08219,2.87669,0.09902,2.87332,0.07541
3.49171,0.50951,3.35092,0.55519,3.121,0.64546,2.86637,0.66164,2.69248,0.74689,2.61335,0.73814,2.56287,0.76372,2.54407,0.76262,2.53265,0.77443,2.53029,0.78645,2.51754,0.7847,2.59915,0.12066,2.52588,0.77137,2.67415,0.08437,2.69903,0.0859,2.76537,0.08197,2.86671,0.09945,2.86565,0.07541
3.48084,0.52087,3.33492,0.55913,3.10415,0.64634,2.84455,0.66929,2.67581,0.75388,2.60051,0.74667,2.55256,0.76721,2.53328,0.76962,2.52237,0.77902,2.51965,0.79038,2.50666,0.78754,2.59093,0.13596,2.5157,0.78426,2.65087,0.08481,2.69287,0.08656,2.73651,0.08219,2.86068,0.10536,2.85782,0.07607
3.46468,0.52503,3.31944,0.56175,3.07555,0.66098,2.82453,0.67563,2.66061,0.76044,2.58878,0.7541,2.54298,0.77071,2.52321,0.77508,2.51304,0.78514,2.50999,0.7941,2.49778,0.79344,2.58348,0.15038,2.50583,0.79607,2.6395,0.08503,2.68587,0.08634,2.72228,0.08219,2.856,0.10623,2.85332,0.07672
3.45287,0.52437,3.30441,0.56284,3.05916,0.66448,2.80615,0.68197,2.64666,0.76634,2.57799,0.75847,2.53406,0.77574,2.51379,0.77945,2.5043,0.78973,2.50145,0.79934,2.48988,0.79803,2.57665,0.17508,2.49686,0.80634,2.631,0.08546,2.67988,0.08634,2.71376,0.08219,2.85028,0.10667,2.85007,0.07694
3.44172,0.52852,3.28979,0.56678,3.03395,0.67803,2.78932,0.68831,2.63381,0.7729,2.56798,0.76393,2.52576,0.78077,2.50504,0.78579,2.49619,0.79344,2.49348,0.80437,2.48203,0.80197,2.57029,0.21224,2.48965,0.81158,2.62364,0.08656,2.67494,0.08656,2.70926,0.08219,2.84493,0.10863,2.84261,0.07672
3.4308,0.53093,3.27552,0.56852,3.01762,0.68372,2.77402,0.69246,2.62193,0.77486,2.55863,0.7718,2.51804,0.78601,2.49691,0.78973,2.48879,0.79803,2.48607,0.80896,2.47454,0.80481,2.56429,0.27825,2.48335,0.81552,2.61799,0.08721,2.67019,0.08699,2.70692,0.08219,2.84097,0.10951,2.8061,0.07628
3.42041,0.53268,3.26159,0.57027,2.9983,0.68175,2.76018,0.69574,2.61092,0.77902,2.54986,0.77814,2.51083,0.79082,2.48932,0.79497,2.48207,0.80109,2.4794,0.81137,2.46771,0.80984,2.55727,0.54995,2.47621,0.81902,2.61326,0.08765,2.66571,0.08699,2.69899,0.08219,2.83785,0.10907,2.79305,0.07585
3.41044,0.5329,3.24798,0.57246,2.99613,0.61202,2.74718,0.69923,2.60066,0.78361,2.54159,0.7823,2.504,0.79432,2.48218,0.8,2.47595,0.80699,2.47338,0.81355,2.46149,0.8129,2.55283,0.42776,2.46971,0.82142,2.60836,0.08787,2.66182,0.08765,2.69372,0.08219,2.83374,0.11016,2.78498,0.07628
3.40084,0.53683,3.23467,0.57508,2.96974,0.62754,2.73447,0.70426,2.59106,0.78514,2.53377,0.78776,2.49724,0.79913,2.47548,0.80415,2.47034,0.80962,2.46785,0.81749,2.45571,0.81661,2.48994,0.79628,2.46428,0.82404,2.60375,0.08809,2.65843,0.08809,2.69364,0.08219,2.83054,0.11257,2.78349,0.07607
3.39157,0.53967,3.22167,0.57967,2.94871,0.65093,2.72233,0.70798,2.58202,0.78776,2.52635,0.79213,2.49028,0.80459,2.46926,0.80874,2.46516,0.81268,2.46274,0.81945,2.45031,0.81858,2.48053,0.80415,2.45969,0.82667,2.59982,0.08896,2.65531,0.08765,2.68707,0.08219,2.82798,0.11344,2.77695,0.07716
3.38261,0.54164,3.20896,0.58448,2.93094,0.67519,2.71101,0.71126,2.5735,0.79257,2.51929,0.79585,2.48396,0.80874,2.46352,0.8118,2.46034,0.81508,2.45795,0.82142,2.44532,0.8212,2.47435,0.80699,2.45508,0.8306,2.59637,0.08962,2.6523,0.08874,2.65201,0.08219,2.82601,0.11607,2.77282,0.07781
3.37392,0.54273,3.19656,0.58798,2.91645,0.68831,2.7005,0.71519,2.56545,0.79519,2.51254,0.80044,2.47813,0.81552,2.4582,0.81552,2.45581,0.8188,2.45324,0.82295,2.44073,0.82273,2.46945,0.80918,2.45003,0.83235,2.59322,0.09049,2.64946,0.08984,2.63584,0.08219,2.82335,0.11781,2.77113,0.07781
3.36549,0.54361,3.18445,0.59213,2.90121,0.7071,2.69067,0.71913,2.55784,0.79694,2.5061,0.80459,2.47261,0.81836,2.45322,0.81814,2.45149,0.81989,2.44804,0.82557,2.4365,0.82492,2.46514,0.81093,2.44549,0.83366,2.5902,0.09202,2.64684,0.09027,2.63171,0.08219,2.82059,0.11869,2.76786,0.07803
3.3573,0.5447,3.17262,0.59585,2.88788,0.73093,2.68138,0.72372,2.55062,0.80044,2.49999,0.80984,2.46736,0.82383,2.44853,0.82098,2.44732,0.82186,2.44297,0.82776,2.43259,0.82645,2.46107,0.81399,2.44139,0.83475,2.58717,0.09268,2.64441,0.09049,2.62474,0.08219,2.81838,0.12044,2.7647,0.0776
3.34931,0.5447,3.16105,0.59781,2.87517,0.74142,2.67255,0.72634,2.54378,0.80219,2.4942,0.81268,2.4624,0.82776,2.44413,0.82361,2.44331,0.82295,2.43832,0.82951,2.42896,0.8282,2.4571,0.81639,2.43541,0.83607,2.58383,0.09443,2.64213,0.09049,2.6201,0.0824,2.81645,0.12197,2.76255,0.07847
3.34152,0.54601,3.14971,0.60131,2.86197,0.7471,2.66412,0.7294,2.53728,0.8059,2.48872,0.81749,2.45773,0.83038,2.43997,0.82732,2.43949,0.8247,2.43406,0.82995,2.42557,0.83038,2.45312,0.81989,2.43006,0.83716,2.58086,0.12393,2.63997,0.09137,2.61605,0.0824,2.81482,0.12372,2.76074,0.07825
3.33391,0.54645,3.1386,0.60415,2.84971,0.75191,2.65605,0.73202,2.53109,0.80874,2.48353,0.82164,2.45336,0.83279,2.43601,0.83082,2.43587,0.82776,2.43016,0.83235,2.42239,0.83148,2.44868,0.82383,2.42538,0.83978,2.57666,0.11891,2.63791,0.09158,2.61379,0.0824,2.81339,0.12284,2.75826,0.07956
3.32646,0.54754,3.12773,0.60678,2.83833,0.75716,2.64831,0.73639,2.52519,0.81224,2.47859,0.8247,2.44926,0.83454,2.43221,0.83322,2.43245,0.82907,2.42656,0.83366,2.41939,0.83279,2.44429,0.82667,2.42131,0.8424,2.57316,0.11038,2.63595,0.09115,2.61074,0.0824,2.81166,0.12393,2.75584,0.08
3.31917,0.5482,3.11709,0.60678,2.82905,0.76568,2.64088,0.73814,2.51957,0.81421,2.47389,0.82776,2.44541,0.83607,2.42854,0.83497,2.42922,0.83126,2.42322,0.83541,2.41655,0.83454,2.44036,0.82776,2.41771,0.84481,2.5481,0.10273,2.63409,0.09268,2.60683,0.08262,2.80991,0.1235,2.7539,0.08066
3.31203,0.55038,3.10669,0.60896,2.82598,0.77005,2.63374,0.74011,2.51419,0.8188,2.46941,0.83016,2.44179,0.83738,2.425,0.83825,2.42615,0.83169,2.42009,0.83803,2.41384,0.83628,2.43679,0.82929,2.41444,0.84743,2.52219,0.10995,2.6323,0.0929,2.60428,0.08262,2.8084,0.1224,2.75236,0.08066
3.30503,0.55191,3.09651,0.61027,2.81509,0.76984,2.62687,0.74361,2.50904,0.82033,2.46514,0.83366,2.43835,0.83956,2.42157,0.84153,2.42323,0.83322,2.41715,0.83934,2.41123,0.8376,2.43351,0.83213,2.41145,0.84918,2.50325,0.10995,2.63055,0.09311,2.60219,0.08262,2.80704,0.12219,2.75071,0.08131
3.29815,0.55126,3.08654,0.61202,2.80341,0.76962,2.62025,0.74579,2.5041,0.82251,2.46106,0.83563,2.4351,0.84262,2.41824,0.8435,2.42043,0.83738,2.41434,0.84109,2.40868,0.83913,2.43037,0.8341,2.40867,0.85202,2.49898,0.11279,2.62874,0.09355,2.6004,0.08262,2.80577,0.12044,2.74889,0.08087
3.29141,0.55169,3.07679,0.61443,2.7928,0.77224,2.61387,0.74951,2.49936,0.82514,2.45716,0.83847,2.43201,0.84415,2.41503,0.84546,2.41773,0.83913,2.41161,0.8424,2.4062,0.8424,2.42694,0.83694,2.40605,0.85355,2.49554,0.1165,2.61786,0.09486,2.59864,0.08262,2.80451,0.11563,2.74728,0.08175
3.2848,0.55169,3.06723,0.61705,2.78308,0.77574,2.60771,0.75213,2.49479,0.82732,2.45342,0.84,2.42906,0.84612,2.41196,0.84743,2.41508,0.84022,2.40888,0.84415,2.40381,0.84481,2.42334,0.83847,2.40359,0.85574,2.49274,0.12153,2.62594,0.09814,2.59673,0.08262,2.80277,0.10842,2.74591,0.08175
3.27833,0.55432,3.05787,0.61989,2.774,0.77814,2.60175,0.75454,2.49038,0.82929,2.44985,0.84175,2.42624,0.84743,2.40903,0.84984,2.41242,0.8424,2.40605,0.84612,2.40152,0.84634,2.42016,0.83934,2.40125,0.85792,2.49032,0.12699,2.62442,0.09814,2.59489,0.08262,2.80225,0.1235,2.74467,0.08175
3.27199,0.55475,3.04871,0.62208,2.76539,0.78098,2.59599,0.75694,2.48612,0.83148,2.44641,0.84568,2.42353,0.85005,2.40624,0.85246,2.4097,0.8435,2.40325,0.84699,2.39929,0.84831,2.41732,0.84219,2.39903,0.85945,2.48815,0.13355,2.62298,0.09814,2.59321,0.08284,2.78825,0.11825,2.74343,0.08153
3.26579,0.55607,3.03973,0.62383,2.75717,0.7847,2.59041,0.75956,2.48199,0.83344,2.44311,0.84678,2.42093,0.85224,2.4036,0.85443,2.407,0.84656,2.40059,0.84743,2.39707,0.8494,2.41453,0.84459,2.39691,0.86055,2.48616,0.14098,2.62161,0.09814,2.59166,0.08328,2.75136,0.11016,2.74219,0.08197
3.25968,0.5565,3.03094,0.62579,2.74929,0.78623,2.58499,0.76372,2.478,0.83344,2.43994,0.84962,2.41843,0.85464,2.40107,0.85552,2.40442,0.84787,2.39808,0.85027,2.39484,0.85071,2.41188,0.84568,2.39488,0.86273,2.48431,0.15016,2.6203,0.09814,2.59021,0.08328,2.74873,0.11104,2.74101,0.08219
3.25362,0.55694,3.02234,0.62754,2.74171,0.78951,2.57974,0.76612,2.47413,0.83672,2.43688,0.85158,2.41601,0.85683,2.39864,0.85727,2.40199,0.84896,2.39572,0.85093,2.39254,0.85268,2.40948,0.84699,2.39293,0.86317,2.48257,0.15585,2.61904,0.09858,2.58883,0.08372,2.74681,0.11169,2.73991,0.0824
3.24761,0.5565,3.01391,0.62951,2.73438,0.79279,2.57462,0.76874,2.4704,0.83891,2.43394,0.85355,2.41368,0.85792,2.39629,0.85902,2.39967,0.85005,2.39347,0.85333,2.39008,0.85333,2.40732,0.84809,2.39104,0.8647,2.48094,0.16372,2.61781,0.09923,2.58752,0.08393,2.74514,0.11191,2.73886,0.08284
3.24166,0.55672,3.00565,0.63148,2.72729,0.79366,2.56965,0.77115,2.4668,0.84131,2.4311,0.85486,2.41141,0.85923,2.39398,0.86033,2.39746,0.85115,2.39132,0.85486,2.38768,0.85508,2.40533,0.8494,2.3892,0.86623,2.47938,0.17202,2.61659,0.0988,2.58626,0.08459,2.74325,0.11257,2.73785,0.08219
3.23577,0.55628,2.99757,0.63279,2.72041,0.79585,2.56479,0.77333,2.46334,0.8435,2.42836,0.85749,2.40921,0.86033,2.39164,0.86273,2.39534,0.85268,2.38926,0.85617,2.38546,0.85596,2.40348,0.85202,2.38741,0.86776,2.47791,0.18011,2.61531,0.0988,2.58506,0.08459,2.74214,0.11301,2.73688,0.08219
3.22997,0.5565,2.98965,0.63519,2.71374,0.79738,2.56006,0.77508,2.46001,0.8459,2.42571,0.85967,2.40706,0.86404,2.38927,0.8647,2.39332,0.85333,2.38727,0.85749,2.38341,0.85858,2.40173,0.85421,2.38568,0.87016,2.47649,0.18973,2.61346,0.0988,2.58391,0.08459,2.69789,0.11454,2.73595,0.08262
3.22425,0.55628,2.98189,0.63738,2.70724,0.79847,2.55544,0.77661,2.4568,0.84743,2.42315,0.86164,2.40493,0.86601,2.38698,0.86667,2.39138,0.85574,2.38536,0.85923,2.3815,0.86033,2.40008,0.85486,2.38401,0.87038,2.47514,0.20306,2.60725,0.09989,2.58281,0.08503,2.69331,0.11454,2.73504,0.08306
3.2186,0.55541,2.97429,0.64,2.70093,0.80066,2.55096,0.77858,2.4537,0.84874,2.42066,0.86404,2.40282,0.86579,2.38475,0.86776,2.38952,0.85705,2.3835,0.86011,2.3797,0.8623,2.3985,0.8553,2.38242,0.87213,2.47384,0.21836,2.59375,0.1012,2.58175,0.08525,2.68799,0.11497,2.73418,0.08306
3.21303,0.55475,2.96684,0.6424,2.6948,0.8024,2.54661,0.77989,2.45071,0.85093,2.41825,0.86492,2.40078,0.86689,2.38257,0.8706,2.38774,0.85792,2.38171,0.86273,2.378,0.86404,2.397,0.85683,2.38088,0.8741,2.47257,0.2459,2.55323,0.10164,2.58073,0.08546,2.68576,0.11585,2.73334,0.0835
3.20753,0.55541,2.95953,0.64437,2.68883,0.80437,2.5424,0.78186,2.44782,0.85246,2.4159,0.86929,2.39881,0.86842,2.38044,0.87191,2.38602,0.86011,2.37996,0.86448,2.37638,0.86514,2.39555,0.85749,2.37938,0.87519,2.47133,0.28022,2.54549,0.10295,2.57975,0.08546,2.68411,0.11628,2.73252,0.08393
